layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4
CookedLinux,82,IP,66,TCP,46,1591954802.4228652,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,117,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954802.422867,68,,,192.168.0.150,10.16.100.73,16,38969,1883,MQTT,MQTT_Kaggle.pcap,118,50:02:91:1A:7D:68,50:02:91:3D:4C:97,,,,
CookedLinux,68,IP,52,TCP,32,1591954802.422869,68,,,10.16.100.73,192.168.0.176,16,1883,43061,MQTT,MQTT_Kaggle.pcap,119,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,,,,
CookedLinux,81,IP,65,TCP,45,1591954802.422875,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,120,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954802.4228768,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,121,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954802.422882,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,122,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954802.422885,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,123,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954802.422891,82,,,10.16.100.73,192.168.0.173,24,1883,46155,MQTT,MQTT_Kaggle.pcap,124,50:02:91:3D:4C:97,50:02:91:0E:83:D7,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954802.422893,68,,,192.168.0.173,10.16.100.73,16,46155,1883,MQTT,MQTT_Kaggle.pcap,125,50:02:91:0E:83:D7,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954802.422899,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,126,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954802.422901,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,127,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954802.4229062,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,128,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954802.422908,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,129,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,80,IP,64,TCP,44,1591954802.42291,80,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,130,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,12.0,MQTTPublish,10.0
CookedLinux,68,IP,52,TCP,32,1591954802.422913,68,,,10.16.100.73,192.168.0.155,16,1883,39481,MQTT,MQTT_Kaggle.pcap,131,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,,,,
CookedLinux,82,IP,66,TCP,46,1591954802.422931,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,132,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954802.422933,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,133,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,80,IP,64,TCP,44,1591954802.422939,80,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,134,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,12.0,MQTTPublish,10.0
CookedLinux,68,IP,52,TCP,32,1591954802.422941,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,135,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954803.472782,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,136,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954803.472801,68,,,10.16.100.73,192.168.0.180,16,1883,33123,MQTT,MQTT_Kaggle.pcap,137,50:02:91:3D:4C:97,50:02:91:38:9C:2D,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.4728189,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,138,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.4728231,68,,,10.16.100.73,192.168.0.154,16,1883,45845,MQTT,MQTT_Kaggle.pcap,139,50:02:91:3D:4C:97,50:02:91:1B:E0:40,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.472832,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,140,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.472835,68,,,10.16.100.73,192.168.0.174,16,1883,43063,MQTT,MQTT_Kaggle.pcap,141,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,,,,
CookedLinux,82,IP,66,TCP,46,1591954803.47285,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,142,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954803.472853,68,,,10.16.100.73,192.168.0.176,16,1883,43061,MQTT,MQTT_Kaggle.pcap,143,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,,,,
CookedLinux,78,IP,62,TCP,42,1591954803.472865,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,144,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954803.472866,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,145,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.47287,68,,,10.16.100.73,192.168.0.155,16,1883,39481,MQTT,MQTT_Kaggle.pcap,146,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,,,,
CookedLinux,68,IP,52,TCP,32,1591954803.47287,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,147,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.4729118,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,148,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.47292,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,149,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.4729269,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,150,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.4729311,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,151,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954803.4729369,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,152,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954803.472939,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,153,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.472945,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,154,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.4729471,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,155,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.472952,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,156,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.472955,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,157,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954803.47296,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,158,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954803.472962,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,159,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954804.473692,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,160,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954804.473722,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,161,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954804.473732,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,162,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954804.4737551,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,163,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954804.473768,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,164,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954804.473776,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,165,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954804.47379,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,166,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954804.473831,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,167,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954804.473838,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,168,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954804.473844,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,169,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954804.4738472,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,170,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954804.4738529,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,171,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954804.473856,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,172,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954804.473862,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,173,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954804.473865,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,174,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954804.473876,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,175,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954804.4738789,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,176,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954804.473885,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,177,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954804.473887,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,178,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954805.474016,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,179,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954805.474045,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,180,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954805.474054,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,181,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954805.474067,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,182,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954805.474079,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,183,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954805.474094,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,184,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954805.474108,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,185,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954805.474148,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,186,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954805.474156,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,187,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954805.474163,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,188,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954805.474166,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,189,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954805.474172,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,190,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954805.474175,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,191,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954805.47418,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,192,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954805.474184,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,193,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954805.474189,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,194,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954805.474192,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,195,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954805.4741971,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,196,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954805.474199,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,197,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954806.474187,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,198,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954806.474215,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,199,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954806.474224,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,200,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954806.4742382,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,201,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954806.474251,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,202,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954806.474253,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,203,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954806.474262,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,204,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954806.4743009,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,205,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954806.47431,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,206,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954806.474317,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,207,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954806.47432,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,208,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954806.474326,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,209,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954806.474329,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,210,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954806.474335,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,211,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954806.474338,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,212,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954806.474343,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,213,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954806.4743462,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,214,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954806.474351,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,215,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954806.4743528,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,216,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954807.474119,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,217,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954807.474147,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,218,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954807.474156,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,219,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954807.4741712,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,220,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954807.474183,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,221,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954807.474191,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,222,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954807.474199,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,223,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954807.47424,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,224,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954807.474256,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,225,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954807.474264,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,226,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954807.474283,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,227,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954807.4742892,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,228,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954807.474292,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,229,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954807.474298,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,230,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954807.4743009,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,231,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
